Year,PlayerName,Position
2016-2017,Rakeem Christmas,PF
2016-2017,Monta Ellis,SG
2016-2017,Jeremy Evans,SF
2016-2017,Paul George,SF
2016-2017,Al Jefferson,C
2016-2017,CJ Miles,SF
2016-2017,Georges Niang,SF
2016-2017,Alex Poythress,SF
2016-2017,Glenn Robinson III,SG
2016-2017,Kevin Seraphin,PF
2016-2017,Julyan Stone,PG
2016-2017,Rodney Stuckey,PG
2016-2017,Jeff Teague,PG
2016-2017,Myles Turner,C
2016-2017,Joe Young,PG
2016-2017,Thaddeus Young,PF
2016-2017,Nick Zeisloft,SG
2016-2017,Giannis Antetokounmpo,SF
2016-2017,Carmelo Anthony,SF
2016-2017,Jimmy Butler,SF
2016-2017,DeMar DeRozan,SG
2016-2017,Paul George,SF
2016-2017,Kyrie Irving,PG
2016-2017,LeBron James,SF
2016-2017,Kevin Love,PF
2016-2017,Kyle Lowry,PG
2016-2017,Paul Millsap,PF
2016-2017,Isaiah Thomas,PG
2016-2017,Kemba Walker,PG
2016-2017,John Wall,PG
2016-2017,DeMarcus Cousins,PF
2016-2017,Stephen Curry,PG
2016-2017,Anthony Davis,C
2016-2017,Kevin Durant,SF
2016-2017,Marc Gasol,C
2016-2017,Draymond Green,PF
2016-2017,James Harden,SG
2016-2017,Gordon Hayward,SF
2016-2017,DeAndre Jordan,C
2016-2017,Kawhi Leonard,SF
2016-2017,Klay Thompson,SG
2016-2017,Russell Westbrook,PG
2016-2017,Alex Abrines,SG
2016-2017,Joel Embiid,C
2016-2017,Dante Exum,PG
2016-2017,Willy Hernangomez,C
2016-2017,Buddy Hield,SG
2016-2017,Nikola Jokic,C
2016-2017,Trey Lyles,PF
2016-2017,Emmanuel Mudiay,PG
2016-2017,Jamal Murray,SG
2016-2017,Kristaps Porzingis,PF
2016-2017,Domantas Sabonis,PF
2016-2017,Dario Saric,SF
2016-2017,Devin Booker,SG
2016-2017,Malcolm Brogdon,SG
2016-2017,Marquese Chriss,PF
2016-2017,Brandon Ingram,SF
2016-2017,Frank Kaminsky,C
2016-2017,Jahlil Okafor,C
2016-2017,D'Angelo Russell,PG
2016-2017,Jonathon Simmons,SG
2016-2017,Karl-Anthony Towns,C
2016-2017,Myles Turner,C
